isocode,year,r,Y,NFA_Y,PB_Y,G_Y,C_Y,Inc_Y,tau,d_bar,pop,pop_growth,pop_working
AUS,2016,0.0382200242836967,0.022904607,-0.48724944143538007,-0.008979734141000326,0.10023652858015052,0.40010851270181486,0.6020306778118114,0.2790826727625878,0.7237058472271402,1.0,0.0158803506367375,0.8701470987460769
AUS,2017,0.037300110771887586,0.023479465687529486,-0.5618494960045766,-0.008843327144963345,0.10001702465974803,0.3981550623341111,0.5935069352724548,0.2795279195346965,0.7197067633014917,1.0164232996246476,0.0164232996246476,0.883035175125809
AUS,2018,0.03643402129282435,0.024046179839134908,-0.6298847590908938,-0.05456816472351212,0.11507014321368335,0.39669108816722126,0.616391097355092,0.24899382960126612,0.9484555558178589,1.0323331821225672,0.0156528116817027,0.8952593545117897
AUS,2019,0.035663017948885926,0.024584611437728224,-0.6972053726625251,-0.10300745750453708,0.13099087302757145,0.39564832026668784,0.6433993431037912,0.21669985714623496,1.1831962040634696,1.0471822028014108,0.0143839420605591,0.9060965744726138
AUS,2020,0.035805970561818036,0.02478292321244364,-0.6603227581952025,0.014027886804626882,0.09167151754295963,0.3987595329428706,0.5690596239497763,0.29645613702870427,0.5947740246851128,1.057825383453016,0.010163637830296,0.9124439748296118
AUS,2021,0.03478312490956909,0.025248322457006107,-0.7191257176704307,0.051046288825040795,0.07899932242039855,0.39721674838568555,0.5376514833705106,0.3221607074231959,0.41409236218338774,1.0664628715850282,0.0081653250783386,0.9168340625807058
AUS,2022,0.033833440758372975,0.025736371172897607,-0.776484914350613,0.0108463948141274,0.09214537253659413,0.397232345171399,0.5567352401387557,0.29549495872274734,0.6043689086979234,1.076474958159878,0.0093881248392355,0.923116895878075
AUS,2023,0.033066733834819145,0.026187365196609483,-0.8208158077309005,-0.004518079514286039,0.09703180594668918,0.39336443076505384,0.5616079248797708,0.2855832054429889,0.6735414472605709,1.0867498428745268,0.0095449361239323,0.9297620606883252
AUS,2024,0.03246823751769979,0.02657618585753407,-0.8503551032463683,-0.003409918625414246,0.09637939728116345,0.39075874168732716,0.5570238707470931,0.286906566100459,0.6645818317688141,1.0974802525939844,0.0098738544015566,0.9364632205530723
AUS,2025,0.031887520133899123,0.026952151759742093,-0.8784372658374497,0.0069905656497725455,0.09261068982251772,0.39061630252921015,0.5464193840349227,0.294551098498365,0.6139953983045198,1.1081511243600544,0.0097230649397548,0.942951544224278
AUS,2026,0.031355821194374585,0.027315367288515507,-0.8999108478839801,0.00915454589238196,0.09158144472032233,0.39054112334821134,0.5414800042561478,0.2966388428020702,0.6014566040619567,1.1185124563726079,0.009350107385883,0.9490398528241643
AUS,2027,0.030884675616530986,0.027653600864196996,-0.9148850506296968,0.00906198780235977,0.09129744806064423,0.39073901891254476,0.5384631451298793,0.297214908121448,0.5990690062904735,1.1286460464556503,0.009059881296187,0.9548484510818858
AUS,2028,0.03045970099471448,0.027976812392266966,-0.9266613220396298,0.008671875349393093,0.09111849962657816,0.3910498385616039,0.5359416450601652,0.2975778912175847,0.598080766183727,1.1386751262404167,0.0088859388789437,0.9605915597459147
AUS,2029,0.03007165545645279,0.02829337011245018,-0.936215170967091,-0.0010506406194896872,0.09407271006889292,0.39141131924481576,0.5398857695238922,0.2915855031948161,0.6363348343057008,1.1484136756251329,0.0085525266691914,0.9662147785434154
AUS,2030,0.02964744723974654,0.028628193371137846,-0.9555939618673186,-0.000974040537570775,0.09379122888800516,0.39140029194744885,0.5372194447436534,0.2921564660594876,0.6333667535372759,1.157902799250735,0.0082628096712944,0.9718443623390693
AUS,2031,0.029274185830314572,0.02895040104016972,-0.9708075200431088,-0.0006463846335508783,0.09344317403753725,0.3915152994054828,0.5346820273785943,0.2928624684780479,0.629629387314048,1.1672630131265345,0.0080837647873865,0.9774760203311479
